invoice_and_item_number,date,store_number,store_name,address,city,zip_code,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-25711200186,2020-03-09,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,52,JOHNSON,1062200.0,WHITE RUM,240,WILLIAM GRANT & SONS INC,942636,SOOH FLOR DE CANA WHITE,12,750,10.03,15.05,24,361.2,18.0,4.75
INV-29423700003,2020-08-12,2285,JOHN'S GROCERY,401 EAST MARKET ST,IOWA CITY,52240.0,52,JOHNSON,1901200.0,SPECIAL ORDER ITEMS,460,SHAW-ROSS INTERNATIONAL,964076,ALTO DEL CARMEN PISCO RESERVADO,12,750,10.02,15.03,24,360.72,18.0,4.75
INV-57289900069,2023-04-06,4509,AJ'S LIQUOR II,2515 CHAMBERLAIN,AMES,50010,,STORY,1092100.0,IMPORTED DISTILLED SPIRITS SPECIALTY,293,JINRO AMERICA INC,965221,SOOH JINRO CHAMISUL SOJU,12,750,5.6,8.4,24,201.6,18.0,4.75
INV-16772300001,2019-01-07,5102,WILKIE LIQUORS,724 1ST  ST  SE,MOUNT VERNON,52314,57,LINN,1082100.0,IMPORTED CORDIALS & LIQUEURS,461.0,SKYY SPIRITS INC,967192,X RATED FUSION LIQUEUR,6,750,14.66,21.99,24,527.76,18.0,4.75
INV-13957500006,2018-08-21,2285,JOHN'S GROCERY,401 EAST MARKET ST,IOWA CITY,52240,52,JOHNSON,1062500.0,FLAVORED RUM,978.0,W J DEUTSCH & SONS LTD,976892,PLANTATION RUM ORIGINAL DARK PINEAPPLE,6,750,16.5,24.75,24,594.0,18.0,4.75
INV-58784400226,2023-05-25,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,,POLK,1022300.0,MEZCAL,395,PROXIMO,987706,SOOH 400 CONEJOS MEZCAL,6,750,14.33,21.5,24,516.0,18.0,4.75
INV-36711400004,2021-05-18,2666,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023.0,77,POLK,1081400.0,AMERICAN SCHNAPPS,380,PHILLIPS BEVERAGE,995530,SOOH ICE HOLE SALTY CARAMEL SCHNAPPS,12,750,5.15,7.73,24,185.52,18.0,4.75
INV-14034600002,2018-08-24,4825,CASEY'S GENERAL STORE #3212 / OSCEOLA,100 W MCLANE ST,OSCEOLA,50213,20,CLARKE,1012100.0,CANADIAN WHISKIES,115.0,CONSTELLATION BRANDS INC,11771,BLACK VELVET MINI,10,600,6.8,10.2,30,306.0,18.0,4.75
INV-16140700006,2018-12-06,5275,CASEY'S GENERAL STORE # 2417/ NEWTON,1200 W 18TH ST S,NEWTON,50208,50,JASPER,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11771,BLACK VELVET MINI,10,600,6.8,10.2,30,306.0,18.0,4.75
INV-24224000001,2019-12-28,5327,MEGA SAVER,3540 W BROADWAY,COUNCIL BLUFFS,51501.0,78,POTTAWATTAMIE,1031200.0,AMERICAN FLAVORED VODKA,205.0,E & J GALLO WINERY,940595,NEW AMSTERDAM RED BERRY MINI,10,600,5.54,8.31,30,249.3,18.0,4.75
INV-21242200005,2019-08-14,2629,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,78,POTTAWATTAMIE,,,55,SAZERAC NORTH AMERICA,984393,99 WATERMELON MINI,10,600,6.0,9.0,30,270.0,18.0,4.75
INV-17461600008,2019-02-11,3385,SAM'S CLUB 8162 / CEDAR RAPIDS,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,57,LINN,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26827,JACK DANIELS OLD #7 BLACK LABEL,12,1000,18.89,28.34,300,8502.0,300.0,79.25
S05039600006,2012-04-18,3385,SAM'S CLUB 8162 / CEDAR RAPIDS,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,57,LINN,1042100.0,IMPORTED DRY GINS,260,DIAGEO AMERICAS,28867,TANQUERAY GIN,12,1000,14.99,22.48,300,6744.0,300.0,79.25
INV-04002000052,2017-03-27,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,52,JOHNSON,1032100.0,IMPORTED VODKAS,370,PERNOD RICARD USA,34007,ABSOLUT SWEDISH VODKA 80 PRF,12,1000,14.99,22.49,300,6747.0,300.0,79.25
INV-11997100112,2018-05-10,2106,HILLSTREET NEWS AND TOBACCO,2217 COLLEGE,CEDAR FALLS,50613,7,BLACK HAWK,1031100.0,AMERICAN VODKAS,55.0,SAZERAC NORTH AMERICA,35317,BARTON VODKA,12,1000,3.97,5.96,300,1788.0,300.0,79.25
INV-03343700023,2017-02-20,4986,218 FUEL EXPRESS & CHUBBY'S LIQUOR,68 MONROE ST,FLOYD,50435,34,FLOYD,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36307,HAWKEYE VODKA,12,1000,4.05,6.08,300,1824.0,300.0,79.25
INV-34190000004,2021-02-10,3524,SAM'S CLUB 6568 / AMES,305 AIRPORT RD,AMES,50010.0,85,STORY,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36307,HAWKEYE VODKA,12,1000,4.05,6.08,300,1824.0,300.0,79.25
INV-05588400004,2017-06-19,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,52,JOHNSON,1031100.0,AMERICAN VODKAS,380,PHILLIPS BEVERAGE,37347,PHILLIPS VODKA,12,1000,4.29,6.44,300,1932.0,300.0,79.25
INV-08322500045,2017-10-30,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,52,JOHNSON,1031100.0,AMERICAN VODKAS,301,FIFTH GENERATION INC,38177,TITOS HANDMADE VODKA,12,1000,12.67,19.01,300,5478.0,300.0,79.25
INV-04399500023,2017-04-17,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,52,JOHNSON,1031100.0,AMERICAN VODKAS,301,FIFTH GENERATION INC,38177,TITOS HANDMADE VODKA,12,1000,12.67,19.01,300,5364.0,300.0,79.25
INV-54879400092,2023-01-12,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,,POLK,1031100.0,AMERICAN VODKAS,301,FIFTH GENERATION INC,38177,TITOS HANDMADE VODKA,12,1000,13.17,19.76,300,5928.0,300.0,79.25
S25418200018,2015-05-06,4677,COSTCO WHOLESALE #1111 / CORALVILLE,2900 HEARTLAND DR,CORALVILLE,52241,52,JOHNSON,1031080.0,VODKA 80 PROOF,301,FIFTH GENERATION INC.,38177,TITOS HANDMADE VODKA,12,1000,11.92,17.88,300,5364.0,300.0,79.25
S28488500055,2015-10-15,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,77,POLK,1062310.0,SPICED RUM,260,DIAGEO AMERICAS,43337,CAPTAIN MORGAN SPICED RUM,12,1000,11.75,17.63,300,5289.0,300.0,79.25
INV-54687400077,2023-01-05,5102,WILKIE LIQUORS,724 1ST STREET NE,MOUNT VERNON,52314,,LINN,1092100.0,IMPORTED DISTILLED SPIRITS SPECIALTY,434,LUXCO INC,75087,JUAREZ GOLD DSS,12,1000,5.09,7.64,300,2292.0,300.0,79.25
INV-05863900070,2017-07-03,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314.0,77,POLK,1081500.0,TRIPLE SEC,434,LUXCO INC,86251,JUAREZ TRIPLE SEC,12,1000,2.42,3.63,300,1089.0,300.0,79.25
INV-00774200045,2016-10-06,5102,WILKIE LIQUORS,724 1ST  ST  SE,MOUNT VERNON,52314,57,LINN,1081500.0,TRIPLE SEC,434.0,LUXCO INC,86507,PARAMOUNT TRIPLE SEC,12,1000,3.84,5.76,300,1728.0,300.0,79.25
INV-57297000098,2023-04-06,5102,WILKIE LIQUORS,724 1ST STREET NE,MOUNT VERNON,52314,,LINN,1081500.0,TRIPLE SEC,434,LUXCO INC,86507,PARAMOUNT TRIPLE SEC,12,1000,4.09,6.14,300,1842.0,300.0,79.25
S16318300099,2013-12-19,3692,WILKIE LIQUORS,724  1ST ST E,MT VERNON,52314,57,LINN,1081400.0,TRIPLE SEC,434,LUXCO-ST LOUIS,86507,PARAMOUNT TRIPLE SEC,12,1000,3.75,5.62,300,1686.0,300.0,79.25
INV-49213100095,2022-07-14,5102,WILKIE LIQUORS,724 1ST STREET NE,MOUNT VERNON,52314.0,57,LINN,1022100.0,MIXTO TEQUILA,434,LUXCO INC,87997,LA PRIMA WHITE,12,1000,8.0,12.0,300,3600.0,300.0,79.25
INV-00476100117,2016-09-22,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,77,POLK,1022100.0,MIXTO TEQUILA,55,SAZERAC NORTH AMERICA,89577,MONTEZUMA GOLD TEQUILA,12,1000,7.02,10.53,300,3159.0,300.0,79.25
INV-10833100002,2018-03-09,3987,WINE AND SPIRITS SHOPPE OF,111 S PHILLIPS ST,ALGONA,50511,55,KOSSUTH,1022100.0,MIXTO TEQUILA,55.0,SAZERAC NORTH AMERICA,89577,MONTEZUMA GOLD TEQUILA,12,1000,7.02,10.53,300,3159.0,300.0,79.25
INV-16529400076,2018-12-21,3952,LOT-A-SPIRITS,3780 STATE ST,BETTENDORF,52722,82,SCOTT,1022100.0,MIXTO TEQUILA,55.0,SAZERAC NORTH AMERICA,89577,MONTEZUMA GOLD TEQUILA,12,1000,7.02,10.53,300,3159.0,300.0,79.25
S20049100100,2014-07-10,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,77,POLK,1022100.0,TEQUILA,55,SAZERAC NORTH AMERICA,89577,MONTEZUMA GOLD TEQUILA,12,1000,7.02,10.53,300,3159.0,300.0,79.25
INV-24601700007,2020-01-16,4505,CASEY'S GENERAL STORE #2816 / JOHNSTON,6417 NORTHGLEN DR,JOHNSTON,50131.0,77,POLK,1012200.0,SCOTCH WHISKIES,260.0,DIAGEO AMERICAS,5345,JOHNNIE WALKER RED,24,375,8.0,12.0,48,576.0,18.0,4.75
INV-53788500009,2022-12-08,6147,BANI'S / CEDAR FALLS,2128 COLLEGE ST,CEDAR FALLS,50613.0,,BLACK HAWK,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10805,CROWN ROYAL REGAL APPLE,24,375,8.49,12.74,48,611.52,18.0,4.75
INV-37152700006,2021-06-03,4499,CASEY'S GENERAL STORE #1316 / MILFORD,510 OKOBOJI AVE,MILFORD,51351.0,30,DICKINSON,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11294,CROWN ROYAL,24,375,8.0,12.0,48,576.0,18.0,4.75
INV-41904500002,2021-11-11,5664,CASEY'S GENERAL STORE #45 / DES MOINES,2890 E BROADWAY AVE,DES MOINES,50317.0,77,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-51317400022,2022-09-19,5393,CASEY'S GENERAL STORE # 1799/ OSAGE,309 MAIN ST.,OSAGE,50461,,MITCHELL,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-15505600001,2018-11-06,5392,CASEY'S GENERAL STORE # 1861/ BONDURANT,1455 GRANT STREET SOUTH,BONDURANT,50035,77,POLK,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-43000000003,2021-12-17,5696,CASEY'S #1025 /KALONA,601 EAST AVENUE,KALONA,52247.0,92,WASHINGTON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-28199900018,2020-06-23,5351,DOWNTOWN LIQUOR,1203 5TH ST.,SIOUX CITY,51101.0,97,WOODBURY,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-36530000005,2021-05-11,5980,CASEY'S GENERAL STORE #2527 / SHELDON,1401 PARK ST,SHELDON,51201.0,71,O'BRIEN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-22151900003,2019-09-26,4506,CASEY'S GENERAL STORE #2667 / TIFFIN,403 STEPHENS ST,TIFFIN,52340,52,JOHNSON,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-57842900002,2023-04-25,5605,CASEY'S GENERAL STORE #1416 / NEW HAMPTON,615 N LINN AVE,NEW HAMPTON,50659,,CHICKASAW,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.25,4.88,48,234.24,18.0,4.75
INV-29122600035,2020-07-31,5129,CASH SAVER  /  FLEUR,4121 FLEUR DR,DES MOINES,50321.0,77,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-21847700013,2019-09-11,5763,CASEY'S GENERAL STORE #1374 / COLFAX,501 W STATE ST,COLFAX,50054,50,JASPER,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-28621000012,2020-07-10,4876,QUICK MART / HIAWATHA,"655, ROBBINS RD",HIAWATHA,52233,57,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-59443300003,2023-06-15,2627,HY-VEE WINE & SPIRITS #1 / MLK,3330 MARTIN LUTHER KING JR PKWY,DES MOINES,50310,,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.25,4.88,48,234.24,18.0,4.75
INV-41713800002,2021-11-05,6068,STAR CONVENIENCE / FORT DODGE,115 N 22ND ST,FORT DODGE,50501.0,94,WEBSTER,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11774,BLACK VELVET,24,375,3.07,4.61,48,221.28,18.0,4.75
INV-16598700009,2018-12-27,4558,KUM & GO #226 / SIOUX CITY,1373 PIERCE ST,SIOUX CITY,51105,97,WOODBURY,1012100.0,CANADIAN WHISKIES,55.0,SAZERAC NORTH AMERICA,12404,CANADIAN LTD WHISKY,24,375,2.05,3.08,48,147.84,18.0,4.75
INV-17158500001,2019-01-25,4463,CASEY'S GENERAL STORE #3031 / GARNER,145 US HWY 18 W,GARNER,50438,41,HANCOCK,1012100.0,CANADIAN WHISKIES,55.0,SAZERAC NORTH AMERICA,12404,CANADIAN LTD WHISKY,24,375,2.05,3.08,48,147.84,18.0,4.75
INV-54551800003,2022-12-30,2677,HY-VEE FAST & FRESH EXPRESS / CENTERVILLE,607 N 18TH ST,CENTERVILLE,52544.0,,APPANOOSE,1011100,BLENDED WHISKIES,65,JIM BEAM BRANDS,22784,BEAMS 8 STAR BL WHISKEY,24,375,2.09,3.14,48,150.72,18.0,4.75
INV-40913900015,2021-10-12,5691,LOGAN AVE CONVENIENCE STORE / WATERLOO,735 LOGAN AVE,WATERLOO,50703.0,7,BLACK HAWK,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,22784,BEAMS 8 STAR BL WHISKEY,24,375,2.09,3.14,48,150.72,18.0,4.75
INV-15050300003,2018-10-15,3882,KWIK SHOP #579 / DAVENPORT,2805 TELEGRAPH RD,DAVENPORT,52802,82,SCOTT,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23824,FIVE STAR,24,375,2.09,3.14,48,150.72,18.0,4.75
INV-21745800011,2019-09-06,4752,GASLAND / BURLINGTON,1003 SUMMER ST,BURLINGTON,52655,29,DES MOINES,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23824,FIVE STAR,24,375,2.09,3.14,48,150.72,18.0,4.75
INV-28521500025,2020-07-06,5949,UPTOWN LIQUOR & TOBACCO / CEDAR RAPIDS,2000 WILEY BLVD SW STE 106,CEDAR RAPIDS,52404,57,LINN,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23824,FIVE STAR,24,375,2.09,3.14,48,150.72,18.0,4.75
INV-33913400002,2021-02-01,5941,PRIME MART - CEDAR FALLS,2728 CENTER ST,CEDAR FALLS,50613.0,7,BLACK HAWK,1011100.0,BLENDED WHISKIES,297,LAIRD & COMPANY,23824,FIVE STAR,24,375,2.09,3.14,48,150.72,18.0,4.75
INV-27460400005,2020-05-26,5943,1ST AVE BP / CEDAR RAPIDS,1581 1ST AVE,CEDAR RAPIDS,52402.0,57,LINN,1011100.0,BLENDED WHISKIES,297.0,LAIRD & COMPANY,23824,FIVE STAR,24,375,2.09,3.14,48,150.72,18.0,4.75
INV-52963000001,2022-11-11,6201,NEIGHBORHOOD TOBACCO OUTLET / MARION,2500 7TH AVENUE,MARION,52302.0,,LINN,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26820,JACK DANIELS OLD #7 BLACK LABEL FLAT,24,375,8.0,12.0,48,576.0,18.0,4.75
INV-43195600003,2021-12-23,4640,MART STOP #1 / DAVENPORT,3527 SPRING ST,DAVENPORT,52807.0,82,SCOTT,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26820,JACK DANIELS OLD #7 BLACK LABEL FLAT,24,375,7.75,11.63,48,540.0,18.0,4.75
INV-14787400011,2018-10-02,4788,WALGREENS #12580 / CEDAR RAPIDS,324 EDGEWOOD RD NW,CEDAR RAPIDS,52405,57,LINN,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26824,JACK DANIELS OLD #7 BLACK LBL SQUARE,24,375,7.5,11.25,48,540.0,18.0,4.75
INV-29853400026,2020-08-31,5873,WEST D LIQUORS,5014 EP TRUE PKWY,WEST DES MOINES,50265.0,77,POLK,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26824,JACK DANIELS OLD #7 BLACK LABEL SQUARE,24,375,7.5,11.25,48,540.0,18.0,4.75
INV-32503800020,2020-12-08,5559,W-MART,1205 & 1207 E LOCUST ST,DAVENPORT,52803.0,82,SCOTT,1041100.0,AMERICAN DRY GINS,297.0,LAIRD & COMPANY,29994,FIVE O'CLOCK GIN,24,375,1.99,2.99,48,143.52,18.0,4.75
INV-41713200043,2021-11-05,6130,HIWAY 20 LIQUOR AND TOBACCO / FORT DODGE,1724 5TH AVE S,FORT DODGE,50501.0,94,WEBSTER,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09,48,244.32,18.0,4.75
INV-35785700008,2021-04-13,5933,ALI'S CORNER / WATERLOO,1117 E 4TH ST,WATERLOO,50703.0,48,IOWA,1041100.0,AMERICAN DRY GINS,370.0,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09,48,244.32,18.0,4.75
INV-23021800001,2019-11-05,3942,TWIN TOWN LIQUOR,104 HIGHWAY 30 WEST,TOLEDO,52342.0,86,TAMA,1041100.0,AMERICAN DRY GINS,370.0,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09,48,244.32,18.0,4.75
INV-48771400028,2022-06-29,6223,PRIME MART / WATERLOO,508 BROADWAY STREET,WATERLOO,50703.0,7,BLACK HAWK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09,48,244.32,18.0,4.75
INV-39169500007,2021-08-12,4709,WALGREENS #12108 / AMES,2719 GRAND AVE,AMES,50010.0,85,STORY,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09,48,244.32,18.0,4.75
INV-25804500011,2020-03-11,5827,CASEY'S GENERAL STORE #2636 / KEOKUK,3530 MAIN ST,KEOKUK,52632.0,56,LEE,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35314,BARTON VODKA,24,375,1.71,2.57,48,123.36,18.0,4.75
INV-25878200010,2020-03-13,4897,GASLAND #102 / BURLINGTON,1703 MT PLEASANT ST,BURLINGTON,52601.0,29,DES MOINES,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,48,139.2,18.0,4.75
INV-43206400002,2021-12-23,4907,PRIME MART / CEDAR FALLS,2323 MAIN ST,CEDAR FALLS,50613.0,7,BLACK HAWK,1031100.0,AMERICAN VODKAS,297,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,48,139.2,18.0,4.75
INV-55979800002,2023-02-17,5680,GASLAND N 8TH ST / BURLINGTON,1204 N 8TH ST,BURLINGTON,52601.0,,DES MOINES,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,48,139.2,18.0,4.75
INV-24087600015,2019-12-20,4805,LIQUOR TOBACCO & GROCERY / FORT DODGE,902 1ST AVE N,FORT DODGE,50501.0,94,WEBSTER,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,48,139.2,18.0,4.75
INV-29813300004,2020-08-28,4752,GASLAND / BURLINGTON,1003 SUMMER ST,BURLINGTON,52655.0,29,DES MOINES,1031100.0,AMERICAN VODKAS,297.0,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,1.93,2.9,48,139.2,18.0,4.75
INV-25922800017,2020-03-16,3774,EAGLE COUNTRY MARKET / DUBUQUE,1800 ELM ST,DUBUQUE,52001.0,31,DUBUQUE,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35944,FLEISCHMANNS 80PRF VODKA,24,375,1.74,2.61,48,125.28,18.0,4.75
INV-21617500024,2019-08-30,5660,NORTH SIDE LIQUOR & TOBACCO / DUBUQUE,2013 CENTRAL AVE,DUBUQUE,52001,31,DUBUQUE,1031100.0,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35944,FLEISCHMANN'S ROYAL VODKA,24,375,1.74,2.61,48,125.28,18.0,4.75
INV-46483600023,2022-04-14,4517,CASEY'S GENERAL STORE #2767 / CEDAR RAPIDS,3434 1ST AVE NE,CEDAR RAPIDS,52402,57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-52404000004,2022-10-25,5303,CASEY'S GENERAL STORE # 3508/ MARSHA,108 IOWA AVE W,MARSHALLTOWN,50158.0,,MARSHALL,1031100,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-45578500012,2022-03-15,4825,CASEY'S GENERAL STORE #3212 / OSCEOLA,100 W MCLANE ST,OSCEOLA,50213.0,20,CLARKE,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-46769600006,2022-04-22,5572,CASEY'S GENERAL STORE #2790 / CEDAR RAPIDS,588 BOYSON RD NE #110,CEDAR RAPIDS,52402,57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-40675800007,2021-10-05,5234,CASEY'S GENERAL STORE #3473 / DUBUQU,"1072, CEDAR CROSS RD",DUBUQUE,52003.0,31,DUBUQUE,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-37480700001,2021-06-14,4745,WALGREENS #05042 / CEDAR RAPIDS,3325 16TH AVE SW,CEDAR RAPIDS,52404.0,57,LINN,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-57735400017,2023-04-20,5392,CASEY'S GENERAL STORE # 1861/ BONDURANT,1455 GRANT STREET SOUTH,BONDURANT,50035,,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,2.0,3.0,48,144.0,18.0,4.75
INV-47010100083,2022-05-02,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240.0,52,JOHNSON,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-50110800008,2022-08-05,5558,CASEY'S GENERAL STORE #1280 / FORT DODGE,1133 S 22ND ST,FORT DODGE,50501.0,,WEBSTER,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-42273200014,2021-11-23,4558,KUM & GO #226 / SIOUX CITY,1373 PIERCE ST,SIOUX CITY,51105.0,97,WOODBURY,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-32287000010,2020-11-27,5623,EASYGO,2723 GRAND AVE,DES MOINES,50312.0,77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-50203500012,2022-08-10,5317,CASEY'S GENERAL STORE # 2653 / TOLEDO,113 HWY 30 WEST,TOLEDO,52342.0,,TAMA,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-43848200019,2022-01-17,5617,CASEY'S GENERAL STORE #2513 / NASHUA,100 AMHERST BLVD,NASHUA,50658.0,19,CHICKASAW,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-54016400002,2022-12-15,5826,CASEY'S GENERAL STORE #2595 / KEOKUK,326 MAIN ST,KEOKUK,52632.0,,LEE,1031100,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,2.0,3.0,48,133.92,18.0,4.75
INV-39766200012,2021-09-02,5921,CASEY'S GENERAL STORE #2099 / CLIVE,2250 WOODLANDS PKWY,CLIVE,50325.0,77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-48047900010,2022-06-04,5044,CASEY'S GENERAL STORE #3202 / CRESCE,"111, MORMON BRIDGE RD",CRESCENT,51526,78,POTTAWATTAMIE,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
INV-42080500033,2021-11-17,4727,WALGREENS #07996 / ANKENY,2702 SE DELAWARE AVE,ANKENY,50021.0,77,POLK,1031100.0,AMERICAN VODKAS,434,LUXCO INC,36304,HAWKEYE VODKA,24,375,1.86,2.79,48,133.92,18.0,4.75
